RowNumber,Emplyee ID,Hours Training,Geography,Gender,Age,Years of Experience,Number of Machines S/he can work with,Married,Has a Bachelor or Higher Degree,Annual Salary, Reciev Bonus
2324,15784676,583,USA,Male,51,6,2,1,0,165082,0
2325,15748116,681,USA,Female,29,2,1,1,1,52021,0
2326,15612193,762,Canada,Male,29,10,2,1,0,148256,0
2327,15762984,648,Canada,Male,35,7,2,0,0,122899,0
2328,15613713,644,USA,Male,30,5,1,1,1,10771,0
2329,15664204,706,Canada,Male,29,2,2,1,1,18256,0
2330,15639415,850,USA,Male,35,3,1,1,0,183567,0
2331,15806332,484,Canada,Female,39,5,2,1,1,175224,0
2332,15614929,508,Mexico,Male,28,0,2,1,0,147914,0
2333,15695492,439,USA,Female,29,6,1,1,0,180599,0
2334,15635972,484,Canada,Male,36,8,2,1,0,186136,0
2335,15616380,803,Canada,Female,37,1,2,0,0,7455,0
2336,15581440,724,Mexico,Female,48,6,2,1,1,80552,1
2337,15654390,640,USA,Male,33,7,1,1,0,25722,1
2338,15660688,701,Canada,Female,35,9,2,0,0,170997,0
2339,15806307,537,USA,Male,37,3,2,1,1,20603,0
2340,15647975,651,Mexico,Male,26,5,1,0,0,141763,0
2341,15595728,523,Mexico,Male,41,0,1,0,0,122284,1
2342,15735388,717,USA,Female,25,7,2,1,0,190012,0
2343,15788535,593,Canada,Male,44,5,1,1,0,128047,0
2344,15765902,706,Mexico,Male,38,5,2,1,1,135662,0
2345,15642345,714,Mexico,Female,49,4,1,1,0,7572,1
2346,15641250,794,Canada,Male,38,9,1,1,0,23596,0
2347,15706163,518,Mexico,Male,46,4,1,0,0,92727,1
2348,15746708,589,Mexico,Male,55,7,1,1,0,65157,1
2349,15775203,824,USA,Male,45,3,1,0,0,60152,0
2350,15787907,719,Mexico,Female,42,5,3,1,0,149097,1
2351,15646764,617,Mexico,Female,58,3,2,1,0,35199,1
2352,15678284,651,USA,Male,35,7,3,1,0,129451,1
2353,15726791,637,Canada,Female,45,2,1,1,1,145134,1
2354,15813144,554,USA,Female,26,7,2,1,0,192710,0
2355,15669342,731,Mexico,Male,35,2,2,1,0,139084,0
2356,15710366,569,Canada,Female,42,1,1,1,1,83630,1
2357,15614934,625,Mexico,Female,37,4,1,1,0,35625,0
2358,15588701,592,USA,Female,38,4,2,1,0,35339,0
2359,15665438,669,USA,Male,43,1,1,0,1,15603,0
2360,15644896,663,Mexico,Male,32,3,1,1,1,182355,0
2361,15670205,518,Mexico,Female,41,5,1,1,0,89328,0
2362,15635776,686,Mexico,Female,43,5,2,1,1,151904,0
2363,15791053,709,Mexico,Male,45,4,1,1,1,12,1
2364,15644005,571,USA,Female,33,9,2,0,1,77520,0
2365,15796343,707,USA,Female,31,2,2,0,0,91424,0
2366,15751057,701,Mexico,Male,32,5,1,0,0,106288,0
2367,15623430,672,USA,Male,34,9,2,1,0,161801,0
2368,15682600,620,Mexico,Male,39,9,1,1,0,80582,1
2369,15769312,557,Canada,Male,48,10,2,1,1,185094,0
2370,15708212,648,Canada,Female,54,7,1,1,0,172587,1
2371,15650258,479,USA,Female,35,2,1,1,0,195650,0
2372,15604345,730,USA,Female,22,9,1,1,1,145792,0
2373,15578297,737,Mexico,Female,43,1,1,1,0,138510,1
2374,15671789,616,USA,Male,31,3,2,1,0,168895,0
2375,15726186,639,Canada,Male,29,4,2,1,0,97983,0
2376,15764618,815,Canada,Female,39,6,1,1,1,85168,0
2377,15730738,786,Canada,Male,31,9,2,1,1,18210,0
2378,15637650,549,USA,Male,50,9,2,0,1,13608,0
2379,15606267,622,USA,Female,38,4,1,1,1,110458,0
2380,15625904,624,USA,Male,26,9,2,0,0,31231,0
2381,15654463,841,USA,Male,34,4,2,1,0,141583,0
2382,15774151,614,Canada,Female,41,7,1,0,0,14666,1
2383,15693259,676,USA,Male,30,1,1,1,1,55400,0
2384,15642468,697,USA,Male,42,9,2,0,0,174668,0
2385,15758531,732,USA,Female,40,10,2,1,0,154189,0
2386,15728352,623,USA,Male,27,4,1,0,0,142170,0
2387,15637240,541,USA,Male,46,4,2,1,0,94499,0
2388,15595588,773,Canada,Female,39,4,2,0,1,182081,0
2389,15778395,762,Mexico,Male,34,4,2,1,0,68562,1
2390,15711825,655,Canada,Female,35,1,2,1,0,88798,0
2391,15599251,602,Mexico,Male,32,7,2,1,0,113782,0
2392,15570004,850,USA,Male,31,3,2,1,0,121867,0
2393,15656912,649,Canada,Male,51,4,1,1,1,150391,0
2394,15657342,850,Mexico,Male,28,4,1,1,0,60709,1
2395,15716284,543,USA,Male,43,9,2,1,1,78858,0
2396,15672374,672,USA,Male,52,8,1,0,0,56407,1
2397,15732476,600,USA,Female,27,3,2,0,1,125699,0
2398,15747724,671,Canada,Female,34,10,1,1,0,23235,0
2399,15633877,706,Canada,Female,42,8,1,1,1,75732,0
2400,15672516,541,Mexico,Male,51,7,2,1,0,179862,0
2401,15607827,711,Mexico,Male,34,4,2,1,1,42977,0
2402,15751336,630,Canada,Male,30,3,2,0,1,10487,0
2403,15646539,531,USA,Male,31,3,1,1,0,56795,0
2404,15756901,641,USA,Female,26,4,2,0,1,28157,0
2405,15809286,631,Mexico,Male,37,8,2,0,0,152423,1
2406,15759021,685,USA,Male,35,9,1,1,0,167034,0
2407,15725039,702,Canada,Male,32,8,1,1,1,126082,0
2408,15579130,708,Mexico,Female,43,0,1,1,0,181500,1
2409,15754112,653,Canada,Male,55,7,2,1,1,41967,0
2410,15735522,654,Mexico,Male,37,2,2,0,0,186301,0
2411,15613326,596,USA,Female,33,1,1,1,0,85413,0
2412,15739502,549,Mexico,Female,31,9,2,1,1,23343,0
2413,15670914,754,USA,Male,38,2,2,1,0,180698,0
2414,15604073,815,Mexico,Female,25,8,1,1,1,136071,0
2415,15806027,556,USA,Female,52,9,1,1,0,175149,1
2416,15574886,706,USA,Male,32,6,1,1,1,146950,0
2417,15707120,850,USA,Male,46,9,1,1,0,88921,0
2418,15800845,732,Canada,Female,33,8,1,1,1,45099,0
2419,15603914,614,USA,Male,40,6,1,1,1,20340,1
2420,15722765,580,Canada,Female,57,0,1,0,1,108529,0
2421,15783305,593,USA,Female,46,7,1,1,0,145560,0
2422,15574842,653,Mexico,Female,25,2,3,1,1,199357,0
2423,15607837,746,USA,Female,29,4,1,1,1,43106,0
2424,15714877,662,USA,Female,29,10,2,1,0,137508,0
2425,15782941,573,USA,Male,31,2,2,1,1,91957,0
2426,15630167,684,Canada,Female,39,4,1,1,1,120612,0
2427,15759038,793,USA,Female,41,3,1,1,0,102921,0
2428,15661821,798,Mexico,Female,49,5,1,1,1,31686,1
2429,15728006,524,USA,Male,40,2,1,1,0,180002,0
2430,15712176,816,USA,Male,31,8,2,1,1,28407,0
2431,15689351,742,Mexico,Female,41,4,1,0,1,73744,1
2432,15782247,540,USA,Male,22,4,3,1,1,186233,1
2433,15769064,537,Mexico,Male,39,3,1,1,0,31729,1
2434,15718153,759,Canada,Female,74,6,1,1,1,48245,0
2435,15613189,774,USA,Female,52,2,1,1,0,113266,1
2436,15661734,608,Mexico,Male,42,8,2,1,0,71178,0
2437,15592645,704,Canada,Male,37,4,2,0,0,25685,0
2438,15768387,581,USA,Male,41,8,2,0,0,29737,0
2439,15792525,628,Mexico,Female,61,1,1,1,1,149922,1
2440,15586976,566,USA,Female,42,6,1,1,0,180702,1
2441,15790659,701,Canada,Male,59,7,2,0,1,27598,0
2442,15691446,735,Canada,Male,29,10,2,1,1,95025,0
2443,15772632,680,USA,Female,34,1,2,1,0,167035,0
2444,15706587,560,USA,Male,57,0,2,0,1,116782,0
2445,15572461,663,Mexico,Female,29,4,2,0,0,21171,0
2446,15654409,665,USA,Female,34,5,1,1,1,29642,0
2447,15568025,758,USA,Male,51,8,1,1,1,116520,0
2448,15715769,621,USA,Male,26,2,1,0,1,44220,0
2449,15667458,764,Mexico,Male,28,10,1,1,0,166188,0
2450,15567980,537,Mexico,Female,46,5,1,0,1,140858,1
2451,15679294,589,USA,Female,46,10,2,1,0,37024,0
2452,15606507,555,USA,Male,24,5,2,1,0,27513,0
2453,15578825,734,USA,Female,29,0,1,1,0,17745,0
2454,15619935,783,Canada,Female,59,9,1,1,1,4424,0
2455,15636089,678,Mexico,Female,51,1,1,0,0,109718,1
2456,15727490,661,USA,Male,47,5,1,0,1,107243,1
2457,15591766,607,Canada,Female,25,4,1,0,1,115288,0
2458,15641629,537,Canada,Female,38,1,2,0,1,41234,0
2459,15813303,513,Canada,Male,88,10,2,1,1,52952,0
2460,15756920,576,USA,Male,63,9,1,0,0,78956,1
2461,15726403,660,Mexico,Male,41,1,1,1,0,26026,1
2462,15592765,637,USA,Male,40,8,1,1,1,174536,0
2463,15704442,672,USA,Female,53,9,4,1,1,147311,1
2464,15641136,629,USA,Male,32,2,2,0,1,77965,0
2465,15725818,583,Mexico,Male,40,4,1,1,1,5636,0
2466,15612071,763,Canada,Female,32,10,1,0,1,81310,0
2467,15719809,516,Mexico,Male,32,3,2,0,0,111421,0
2468,15716518,617,USA,Female,27,4,2,0,0,190269,0
2469,15742210,700,USA,Male,38,9,1,1,1,100950,0
2470,15630617,727,Mexico,Male,36,6,1,1,1,113034,1
2471,15720838,689,Canada,Female,31,3,1,0,1,120664,0
2472,15595537,626,Mexico,Male,49,9,2,1,0,187192,0
2473,15623196,686,USA,Male,38,6,1,1,1,97825,0
2474,15679249,351,Mexico,Female,57,4,1,1,0,169622,1
2475,15693199,739,USA,Female,37,8,2,1,0,191557,1
2476,15661219,627,USA,Male,32,10,2,1,0,103288,0
2477,15617136,451,Mexico,Female,38,9,1,1,1,167539,0
2478,15760294,512,USA,Female,41,8,1,1,0,64869,1
2479,15652808,774,USA,Female,41,5,1,1,0,102426,0
2480,15657139,652,USA,Female,40,8,2,0,1,107876,0
2481,15803790,638,Mexico,Male,37,2,2,1,1,37295,0
2482,15764105,475,USA,Female,57,1,2,1,0,89249,0
2483,15672610,567,Canada,Male,40,4,1,0,0,91974,0
2484,15766896,750,USA,Male,37,3,2,1,0,16870,0
2485,15587735,850,USA,Male,39,6,1,1,1,121681,0
2486,15659501,753,USA,Female,38,6,1,0,1,33730,0
2487,15745001,683,Canada,Female,36,7,2,1,0,104787,0
2488,15651140,710,USA,Female,32,3,1,1,0,94790,0
2489,15571148,645,Canada,Female,21,1,2,0,0,28726,0
2490,15776824,714,USA,Male,28,6,1,1,1,67057,0
2491,15633141,696,Mexico,Female,35,4,1,1,0,69080,0
2492,15764174,612,Canada,Female,26,4,2,1,1,179781,0
2493,15778155,520,Mexico,Female,31,3,1,1,1,183572,1
2494,15715920,782,Canada,Male,23,10,1,1,1,142587,0
2495,15671917,666,USA,Male,46,5,1,1,1,177844,0
2496,15666548,466,Mexico,Female,56,2,3,1,0,197634,1
2497,15625623,567,USA,Female,45,4,2,0,1,121053,0
2498,15748123,613,USA,Male,20,3,2,1,1,149614,0
2499,15648735,718,USA,Male,37,8,2,1,1,143,0
2500,15634974,614,USA,Female,37,8,4,0,1,131767,1
2501,15713378,711,USA,Male,38,10,2,0,0,53312,0
2502,15753370,691,Mexico,Female,38,5,1,1,0,107665,0
2503,15782659,527,USA,Male,32,0,1,1,0,109524,0
2504,15583364,476,USA,Female,32,6,1,0,0,112133,0
2505,15625942,619,Canada,Female,45,0,2,0,0,113645,0
2506,15720284,607,Mexico,Female,37,4,1,0,0,180890,0
2507,15679642,695,Canada,Male,44,8,2,1,1,70974,0
2508,15628007,653,USA,Male,33,1,2,0,0,53380,0
2509,15661974,677,USA,Male,46,2,1,1,1,158531,0
2510,15689341,655,USA,Female,50,10,4,1,0,179268,1
2511,15607993,625,USA,Female,52,2,1,1,1,84606,0
2512,15693267,679,Mexico,Female,34,7,1,1,0,56985,0
2513,15769522,734,USA,Male,51,1,1,1,1,116912,0
2514,15755825,666,USA,Male,39,10,2,1,0,102999,0
2515,15598175,592,Mexico,Female,26,4,2,1,0,132802,0
2516,15744327,564,USA,Male,40,4,1,1,0,85456,1
2517,15798666,814,USA,Female,36,6,2,1,1,98657,0
2518,15577064,592,Mexico,Male,36,2,2,1,0,107949,0
2519,15759436,758,USA,Female,50,2,3,1,1,67944,1
2520,15690231,612,Canada,Female,62,0,2,1,1,192892,0
2521,15751561,498,Mexico,Male,61,7,1,1,0,187248,1
2522,15739068,638,Mexico,Male,25,4,2,1,1,114722,0
2523,15758056,558,USA,Male,35,1,2,0,0,111688,0
2524,15742269,756,USA,Female,24,1,2,1,0,184182,0
2525,15726490,782,Canada,Male,52,4,1,1,1,52760,1
2526,15738411,505,USA,Male,34,10,1,0,1,126451,0
2527,15727919,671,Canada,Female,29,6,2,0,0,12049,0
2528,15709396,801,USA,Male,42,6,2,1,1,95804,0
2529,15654106,604,USA,Male,26,8,2,0,1,197912,0
2530,15621653,716,USA,Female,29,10,1,1,1,182532,0
2531,15598086,624,USA,Female,45,3,1,1,0,168002,1
2532,15752300,607,Mexico,Male,47,4,1,1,1,79451,0
2533,15658693,827,USA,Female,60,2,2,0,1,60616,0
2534,15631838,606,USA,Male,61,5,2,0,1,8643,0
2535,15803804,717,Mexico,Female,35,5,1,1,0,172173,0
2536,15578809,651,Mexico,Male,40,1,2,0,0,174434,1
2537,15752026,691,USA,Male,58,3,1,0,1,194930,1
2538,15723706,573,USA,Female,33,0,1,1,0,137477,0
2539,15752838,723,Canada,Male,38,6,2,1,1,94416,0
2540,15569571,584,Mexico,Female,46,6,2,1,0,120377,1
2541,15769703,550,Mexico,Female,45,8,1,0,0,97623,1
2542,15679770,611,USA,Female,61,3,4,0,1,66238,1
2543,15791102,549,Mexico,Male,41,9,3,1,1,131711,1
2544,15655192,850,Canada,Female,24,1,2,0,1,69053,0
2545,15709487,668,Mexico,Male,34,5,2,0,0,56781,0
2546,15687130,686,USA,Female,43,0,1,1,1,170073,0
2547,15755178,660,USA,Male,50,1,3,1,1,191849,1
2548,15634772,682,Canada,Female,59,0,1,0,1,84804,0
2549,15617197,524,USA,Male,50,4,2,1,1,31841,1
2550,15631240,645,USA,Female,36,8,2,1,1,12097,1
2551,15784301,850,USA,Male,42,0,2,1,0,44166,0
2552,15631310,537,USA,Female,53,3,1,1,1,91407,0
2553,15756560,599,Canada,Female,46,7,2,1,0,83282,0
2554,15732270,727,Canada,Male,71,8,1,1,1,198447,1
2555,15739357,756,Canada,Male,30,2,1,0,0,7555,0
2556,15771540,755,USA,Male,38,9,1,1,0,80416,0
2557,15567486,634,Canada,Female,41,4,2,1,1,164550,0
2558,15714634,837,USA,Male,26,4,2,1,0,175477,0
2559,15727021,727,Mexico,Female,30,8,2,1,1,137904,0
2560,15650670,567,Mexico,Female,40,2,2,1,0,93796,0
2561,15711834,650,Canada,Female,30,6,1,0,0,67997,1
2562,15729763,655,Canada,Male,34,1,1,1,1,49492,0
2563,15646566,763,USA,Female,58,9,1,0,1,35825,0
2564,15645463,843,USA,Female,27,5,2,1,1,67494,0
2565,15672144,667,USA,Female,38,6,1,1,1,73963,1
2566,15596088,705,USA,Female,50,4,2,0,1,145159,0
2567,15614878,660,Mexico,Female,29,6,1,1,1,123851,0
2568,15635240,553,USA,Male,42,1,2,0,0,23822,0
2569,15775905,612,Mexico,Female,47,6,1,1,1,45750,1
2570,15700657,641,Mexico,Female,40,2,1,1,0,159773,0
2571,15611905,513,Canada,Female,31,5,1,1,0,84239,0
2572,15652527,680,USA,Male,44,7,1,0,1,72330,0
2573,15785865,711,USA,Male,58,9,2,1,1,26768,0
2574,15645942,689,Canada,Male,40,2,2,1,1,164769,0
2575,15688691,665,Mexico,Female,51,9,2,0,1,1113,1
2576,15592736,551,Mexico,Male,54,5,1,1,0,176680,1
2577,15673529,645,Canada,Male,36,4,2,1,0,44000,0
2578,15724145,616,Mexico,Male,29,8,1,1,0,140746,0
2579,15704629,582,USA,Female,32,1,1,0,1,152791,0
2580,15597896,365,Mexico,Male,30,0,1,1,0,81538,1
2581,15731790,697,Mexico,Female,38,6,1,1,1,7388,1
2582,15634719,704,USA,Male,31,0,2,1,0,183038,0
2583,15703205,656,USA,Female,46,5,2,1,1,138849,0
2584,15567333,712,USA,Female,31,7,2,1,0,170333,0
2585,15754537,748,USA,Male,40,0,1,0,0,60417,0
2586,15612030,724,USA,Male,28,9,2,1,1,100240,0
2587,15573242,691,USA,Male,50,6,1,1,1,2705,0
2588,15601892,563,USA,Male,33,8,2,0,1,68815,0
2589,15663885,741,USA,Male,32,5,1,1,1,64839,0
2590,15701096,778,USA,Male,44,8,1,1,0,144495,0
2591,15710450,848,Canada,Male,22,7,1,1,1,185510,0
2592,15790846,634,Mexico,Male,38,2,1,1,1,56056,0
2593,15658956,505,Mexico,Male,40,6,2,1,1,155062,0
2594,15755223,692,Mexico,Male,53,7,2,0,0,119817,0
2595,15787318,537,Mexico,Female,47,6,1,1,0,16260,1
2596,15737310,633,USA,Male,29,10,1,1,0,184655,0
2597,15763665,833,USA,Female,28,4,2,0,0,5279,0
2598,15668818,592,Canada,Female,40,2,1,1,1,113245,0
2599,15765812,587,Canada,Male,48,1,2,1,1,8908,0
2600,15704844,550,Canada,Male,62,7,1,0,1,64491,0
2601,15744582,680,USA,Female,24,10,3,1,0,154972,1
2602,15616700,622,Canada,Female,41,9,2,1,1,155786,0
2603,15683521,594,Mexico,Male,28,0,2,1,0,129085,0
2604,15583049,643,Mexico,Female,34,7,1,0,1,188533,0
2605,15643752,540,USA,Male,25,5,1,1,0,13412,0
2606,15620398,635,Canada,Female,34,5,2,1,0,15733,0
2607,15715707,657,USA,Male,32,3,2,1,1,73128,0
2608,15814209,814,USA,Male,31,1,1,1,0,101704,0
2609,15733768,600,USA,Male,32,1,1,1,1,101986,0
2610,15755242,682,USA,Female,46,2,1,1,1,114443,0
2611,15729412,682,USA,Male,38,4,1,1,1,15669,0
2612,15746564,566,USA,Male,42,3,1,1,1,157486,0
2613,15588446,550,Canada,Male,34,3,2,0,0,131281,0
2614,15665221,630,USA,Male,26,7,2,0,1,197001,0
2615,15640846,546,Mexico,Female,58,3,4,1,0,128882,1
2616,15700209,486,USA,Male,63,9,1,1,1,85101,0
2617,15658360,762,Canada,Male,35,9,2,0,0,149822,0
2618,15602735,692,Mexico,Male,45,6,4,0,1,108041,1
2619,15724834,498,USA,Female,30,1,2,0,0,135796,0
2620,15800062,850,Canada,Male,49,8,1,0,0,25868,1
2621,15685300,603,USA,Male,35,6,2,1,0,130484,0
2622,15760102,551,USA,Female,36,5,1,1,0,183479,0
2623,15787026,627,Mexico,Male,27,0,2,1,1,77027,0
2624,15653696,515,USA,Female,28,9,2,0,0,94142,0
2625,15788946,605,Canada,Female,29,3,1,0,0,4093,0
2626,15600724,567,Mexico,Male,29,5,1,1,0,109258,0
2627,15574324,568,Mexico,Female,29,2,2,0,1,104618,0
2628,15707144,571,Mexico,Male,25,6,2,1,0,167705,0
2629,15775891,634,Mexico,Male,48,2,1,1,1,103712,1
2630,15711789,768,Canada,Female,42,3,1,0,0,161243,1
2631,15600879,554,Mexico,Female,36,3,2,1,0,6089,0
2632,15681196,629,USA,Male,35,1,1,1,1,159777,0
2633,15716000,638,Canada,Male,48,2,2,1,1,7919,0
2634,15766776,576,USA,Male,41,1,1,1,1,188275,0
2635,15680278,661,Canada,Female,42,9,1,1,0,27608,1
2636,15688637,592,USA,Female,27,4,2,1,1,183569,0
2637,15591179,702,Canada,Male,30,2,2,1,1,145537,0
2638,15677435,647,USA,Female,29,0,2,1,0,164718,0
2639,15698619,593,USA,Male,43,9,2,1,1,76357,0
2640,15581036,712,Mexico,Female,40,3,2,1,0,120159,1
2641,15622117,625,Canada,Female,31,8,2,1,0,151844,0
2642,15599301,538,Mexico,Female,28,6,1,0,1,5699,0
2643,15581548,637,Canada,Female,22,5,1,1,0,122866,0
2644,15586870,632,USA,Male,27,4,1,1,1,152666,0
2645,15735263,736,USA,Male,27,5,1,0,1,192132,0
2646,15765322,755,USA,Male,23,5,2,1,1,62852,0
2647,15582944,425,Canada,Female,39,5,2,1,0,140941,0
2648,15687162,461,USA,Male,51,9,1,0,0,56768,1
2649,15644962,745,USA,Male,21,4,1,1,1,177235,0
2650,15612615,616,USA,Female,37,6,2,1,0,86242,0
2651,15813439,587,USA,Male,33,5,1,1,0,34216,0
2652,15604544,850,Mexico,Male,40,4,2,0,1,44406,0
2653,15761348,601,USA,Female,38,0,2,1,0,165197,0
2654,15785078,730,Canada,Male,26,3,1,1,0,34542,0
2655,15759874,532,USA,Male,44,3,1,1,0,74839,1
2656,15643658,850,Mexico,Male,53,2,2,1,0,36981,0
2657,15713267,779,Canada,Female,34,5,2,0,1,111677,0
2658,15737782,562,USA,Male,29,9,1,1,1,25859,0
2659,15815490,670,Mexico,Male,40,2,3,0,0,177028,1
2660,15679410,729,USA,Female,62,4,1,1,0,30990,1
2661,15756241,767,USA,Female,44,2,1,1,1,136915,0
2662,15688409,742,USA,Female,28,2,1,1,0,108458,1
2663,15742272,669,USA,Female,44,8,1,0,0,131609,1
2664,15717898,542,Canada,Male,32,2,1,0,1,159738,0
2665,15769582,586,USA,Male,29,3,2,1,1,142239,0
2666,15635660,612,Mexico,Male,30,9,1,1,0,105891,1
2667,15576723,740,USA,Female,37,7,2,1,1,194271,0
2668,15591577,584,USA,Male,35,3,1,1,1,105443,0
2669,15582325,524,USA,Male,52,2,1,1,0,173899,1
2670,15693947,614,USA,Female,19,5,2,1,0,122823,0
2671,15760446,598,USA,Female,64,9,1,0,1,13181,1
2672,15611105,799,Canada,Male,35,7,2,0,1,140781,0
2673,15630920,724,USA,Male,34,2,2,0,0,78561,0
2674,15574910,601,USA,Male,50,2,1,1,0,185855,0
2675,15756472,804,USA,Male,25,7,1,1,0,128277,0
2676,15682890,745,Mexico,Male,38,5,2,1,1,140197,0
2677,15641994,667,Mexico,Male,43,1,1,1,0,32462,1
2678,15733297,518,USA,Female,38,10,1,1,1,162254,0
2679,15767793,819,USA,Female,38,10,2,1,0,30499,0
2680,15725698,520,Canada,Female,35,4,1,1,1,90281,0
2681,15813532,625,USA,Female,39,5,2,1,0,32615,0
2682,15576760,673,Mexico,Male,36,5,2,0,0,196142,0
2683,15732102,656,Mexico,Female,27,3,2,1,0,16999,0
2684,15739046,850,Canada,Female,23,9,1,0,1,62981,0
2685,15631927,574,Canada,Female,28,7,2,0,0,185660,0
2686,15672115,679,USA,Male,60,6,2,1,1,77332,0
2687,15618765,530,Mexico,Female,42,0,1,0,1,97339,0
2688,15679148,508,USA,Male,44,3,2,0,0,67234,0
2689,15728474,558,Mexico,Male,32,4,1,1,1,143783,0
2690,15636999,414,USA,Male,38,8,1,0,1,77661,1
2691,15754261,648,Canada,Male,42,2,2,1,0,89124,0
2692,15629150,721,USA,Female,37,1,2,1,0,70811,0
2693,15736274,751,USA,Male,31,8,2,0,0,17550,0
2694,15627697,662,USA,Male,34,2,2,0,1,21497,0
2695,15721585,628,Mexico,Male,29,3,2,0,1,124749,0
2696,15639946,597,Mexico,Female,39,8,3,1,0,36051,1
2697,15792176,698,Canada,Female,40,0,1,1,1,143682,0
2698,15699450,723,USA,Male,48,7,2,1,1,150695,0
2699,15729954,586,USA,Female,28,5,3,1,0,170487,1
2700,15600103,633,Mexico,Female,29,8,1,1,1,97684,0
2701,15786200,564,USA,Male,31,4,2,1,0,53520,0
2702,15797010,649,USA,Female,31,2,2,1,0,15201,0
2703,15670172,622,USA,Female,30,4,1,0,1,196895,0
2704,15627352,459,Mexico,Male,46,7,1,1,0,4969,1
2705,15622494,718,USA,Male,27,2,2,0,0,26229,0
2706,15585835,655,Canada,Female,34,4,2,1,0,134034,0
2707,15595071,696,USA,Male,22,9,1,1,1,198033,0
2708,15628203,637,USA,Female,38,3,1,0,0,119883,0
2709,15667190,630,Canada,Female,21,1,1,1,1,133102,0
2710,15780212,592,USA,Male,37,4,1,0,0,176395,0
2711,15766869,634,Mexico,Male,37,1,2,1,1,193180,0
2712,15775741,608,USA,Female,28,9,2,1,1,125062,0
2713,15628170,565,Mexico,Female,32,9,1,1,0,143288,0
2714,15701318,763,Canada,Male,67,9,1,0,1,87236,0
2715,15710928,665,USA,Female,55,8,1,1,1,93770,0
2716,15682547,649,USA,Male,38,1,1,0,1,88965,0
2717,15631170,695,USA,Male,45,3,2,1,1,30794,0
2718,15648702,775,Mexico,Male,70,6,2,1,1,74532,0
2719,15783444,788,USA,Female,39,3,1,0,1,113086,0
2720,15809178,569,Mexico,Female,42,9,1,1,0,32574,1
2721,15806688,726,Canada,Female,56,8,3,0,1,130114,1
2722,15576824,564,Mexico,Female,44,3,3,1,1,104722,1
2723,15675422,544,USA,Female,32,9,1,1,1,14560,0
2724,15681550,614,USA,Female,41,8,1,1,1,599,0
2725,15812628,453,Mexico,Female,38,8,1,1,0,129698,0
2726,15597951,471,USA,Female,58,4,1,1,1,36315,0
2727,15807045,829,Mexico,Female,37,3,1,0,0,1114,0
2728,15581748,754,Mexico,Male,57,2,2,1,1,70954,0
2729,15770420,749,Mexico,Male,46,10,2,1,1,73471,0
2730,15608230,667,USA,Male,23,1,2,1,0,91573,0
2731,15730339,670,Canada,Male,30,3,1,0,0,3155,0
2732,15712584,670,USA,Female,33,7,2,1,1,88188,0
2733,15592816,623,Mexico,Female,48,1,1,1,0,118855,1
2734,15641480,571,USA,Male,32,5,1,1,0,125257,0
2735,15708505,641,Mexico,Female,37,7,2,0,1,39016,0
2736,15791131,551,Mexico,Female,30,2,1,1,0,145796,0
2737,15618225,741,Mexico,Male,36,8,2,1,0,168816,0
2738,15644724,472,USA,Male,31,4,2,0,1,73322,0
2739,15662098,650,Canada,Male,41,3,3,0,0,113678,1
2740,15723894,625,USA,Male,45,7,1,0,0,124608,0
2741,15787699,650,Mexico,Male,34,4,1,1,1,11276,0
2742,15687738,535,USA,Female,38,8,2,1,0,136621,0
2743,15576126,649,USA,Female,41,2,1,1,1,70524,0
2744,15658889,689,USA,Male,22,4,1,1,0,51980,1
2745,15667046,694,Canada,Male,38,7,1,1,0,113481,0
2746,15669957,655,Mexico,Male,52,9,1,1,1,49026,0
2747,15655794,620,USA,Male,36,8,2,1,1,145938,0
2748,15599829,577,USA,Female,35,10,2,1,1,25162,0
2749,15753332,401,Mexico,Male,48,8,1,1,0,175754,1
2750,15671124,599,USA,Male,25,6,1,1,1,24903,0
2751,15767474,481,USA,Female,57,9,3,1,1,169719,1
2752,15720671,704,USA,Male,42,8,2,1,1,179566,0
2753,15626787,698,Canada,Female,31,8,1,0,0,115338,1
2754,15774491,480,USA,Female,28,6,2,0,0,48132,0
2755,15579647,682,USA,Male,42,0,1,1,1,160829,0
2756,15625522,700,Canada,Male,31,7,2,0,1,145152,0
2757,15765806,492,USA,Male,29,1,1,1,1,196294,0
2758,15566708,444,USA,Female,45,4,2,1,0,161654,1
2759,15668347,624,USA,Male,36,6,2,0,0,84636,0
2760,15575214,709,USA,Male,37,7,1,1,0,159487,0
2761,15591123,557,Mexico,Male,68,2,1,1,1,38596,0
2762,15573280,646,Mexico,Male,50,6,2,1,1,27815,0
2763,15589018,719,Mexico,Male,28,3,2,1,1,183893,0
2764,15654495,706,Mexico,Female,47,6,1,1,1,140804,0
2765,15597265,660,USA,Male,38,7,2,0,1,146586,0
2766,15733876,667,USA,Male,36,9,2,1,1,40062,0
2767,15677217,705,USA,Male,30,1,1,1,1,181300,0
2768,15747265,598,Mexico,Female,27,10,1,1,1,84136,0
2769,15713379,669,USA,Male,26,4,2,1,1,197594,0
2770,15730433,580,Mexico,Female,38,1,1,1,0,125954,1
2771,15693347,676,USA,Female,32,5,2,1,1,75465,0
2772,15715465,714,Mexico,Male,28,7,1,1,0,177737,0
2773,15680736,597,Mexico,Female,72,6,2,1,1,7144,0
2774,15610765,559,USA,Male,29,1,2,0,0,155640,0
2775,15650034,564,USA,Female,28,1,1,1,1,162428,0
